model,num_rules,recency_ratio
google/gemini-2.5-flash-preview-05-20,40,0.0
google/gemini-2.5-flash-preview-05-20,50,
google/gemini-2.5-flash-preview-05-20,60,1.708333333333333
google/gemini-2.5-flash-preview-05-20,70,2.1666666666666665
google/gemini-2.5-flash-preview-05-20,80,5.3
google/gemini-2.5-flash-preview-05-20,90,5.4375
google/gemini-2.5-flash-preview-05-20,100,2.6499999999999995
google/gemini-2.5-flash-preview-05-20,110,1.8399999999999999
google/gemini-2.5-flash-preview-05-20,120,2.95
google/gemini-2.5-flash-preview-05-20,130,3.7299999999999995
google/gemini-2.5-flash-preview-05-20,140,4.141666666666667
google/gemini-2.5-flash-preview-05-20,150,4.0
google/gemini-2.5-flash-preview-05-20,160,4.273333333333333
google/gemini-2.5-flash-preview-05-20,170,2.8785714285714286
google/gemini-2.5-flash-preview-05-20,180,3.825982905982906
google/gemini-2.5-flash-preview-05-20,190,2.8661538461538463
google/gemini-2.5-flash-preview-05-20,200,2.782905982905983
google/gemini-2.5-flash-preview-05-20,210,3.098345864661654
google/gemini-2.5-flash-preview-05-20,220,2.4493596059113303
google/gemini-2.5-flash-preview-05-20,230,2.711691086691087
google/gemini-2.5-flash-preview-05-20,240,2.470184453227932
google/gemini-2.5-flash-preview-05-20,250,2.0560273704789833
google/gemini-2.5-flash-preview-05-20,260,1.89422023615572
google/gemini-2.5-flash-preview-05-20,270,2.088651218062983
google/gemini-2.5-flash-preview-05-20,280,2.004082044082044
google/gemini-2.5-flash-preview-05-20,290,2.327645765050888
google/gemini-2.5-flash-preview-05-20,300,1.8210658914728683
google/gemini-2.5-flash-preview-05-20,310,2.0699320762888123
google/gemini-2.5-flash-preview-05-20,320,2.086549993314339
google/gemini-2.5-flash-preview-05-20,330,2.049948460420246
google/gemini-2.5-flash-preview-05-20,340,1.8697767831789178
google/gemini-2.5-flash-preview-05-20,350,2.067019034138599
google/gemini-2.5-flash-preview-05-20,360,1.8868431994747783
google/gemini-2.5-flash-preview-05-20,370,1.77053250185338
google/gemini-2.5-flash-preview-05-20,380,1.785538726489051
google/gemini-2.5-flash-preview-05-20,390,1.9487217893561197
google/gemini-2.5-flash-preview-05-20,400,1.8184662114286074
google/gemini-2.5-flash-preview-05-20,410,1.6458428490672694
google/gemini-2.5-flash-preview-05-20,420,1.6697983947170432
google/gemini-2.5-flash-preview-05-20,430,1.7269796334111027
google/gemini-2.5-flash-preview-05-20,440,1.6369574414306907
google/gemini-2.5-flash-preview-05-20,450,1.7842915793883534
google/gemini-2.5-flash-preview-05-20,460,1.540625711109587
google/gemini-2.5-flash-preview-05-20,470,1.5368109668109668
google/gemini-2.5-flash-preview-05-20,480,1.552523976023976
google/gemini-2.5-flash-preview-05-20,490,1.68071014233503
google/gemini-2.5-flash-preview-05-20,500,1.5248567631060528
google/gemini-2.5-pro-preview,10,
google/gemini-2.5-pro-preview,20,
google/gemini-2.5-pro-preview,30,
google/gemini-2.5-pro-preview,40,
google/gemini-2.5-pro-preview,50,
google/gemini-2.5-pro-preview,60,
google/gemini-2.5-pro-preview,70,
google/gemini-2.5-pro-preview,80,0.0
google/gemini-2.5-pro-preview,90,0.0
google/gemini-2.5-pro-preview,100,0.0
google/gemini-2.5-pro-preview,110,1.0
google/gemini-2.5-pro-preview,120,1.0
google/gemini-2.5-pro-preview,130,1.0
google/gemini-2.5-pro-preview,140,1.7666666666666664
google/gemini-2.5-pro-preview,150,2.111111111111111
google/gemini-2.5-pro-preview,160,0.75
google/gemini-2.5-pro-preview,170,1.2666666666666666
google/gemini-2.5-pro-preview,180,1.5238095238095237
google/gemini-2.5-pro-preview,190,2.2399999999999998
google/gemini-2.5-pro-preview,200,1.1866666666666668
google/gemini-2.5-pro-preview,210,1.2
google/gemini-2.5-pro-preview,220,0.9965079365079366
google/gemini-2.5-pro-preview,230,2.111111111111111
google/gemini-2.5-pro-preview,240,1.980952380952381
google/gemini-2.5-pro-preview,250,1.536923076923077
google/gemini-2.5-pro-preview,260,1.9231283422459895
google/gemini-2.5-pro-preview,270,1.3014285714285714
google/gemini-2.5-pro-preview,280,1.812942612942613
google/gemini-2.5-pro-preview,290,2.1193223443223443
google/gemini-2.5-pro-preview,300,1.9563725490196078
google/gemini-2.5-pro-preview,310,1.8813445378151261
google/gemini-2.5-pro-preview,320,1.4621192575913937
google/gemini-2.5-pro-preview,330,1.2849378881987579
google/gemini-2.5-pro-preview,340,1.6765384615384615
google/gemini-2.5-pro-preview,350,1.6506800022846555
google/gemini-2.5-pro-preview,360,1.9972893772893776
google/gemini-2.5-pro-preview,370,1.5964285714285715
google/gemini-2.5-pro-preview,380,1.8445392156862745
google/gemini-2.5-pro-preview,390,1.600182555780933
google/gemini-2.5-pro-preview,400,1.8530555555555555
google/gemini-2.5-pro-preview,410,1.844032634032634
google/gemini-2.5-pro-preview,420,1.4104541904541903
google/gemini-2.5-pro-preview,430,1.9706485671191554
google/gemini-2.5-pro-preview,440,1.5170647077466923
google/gemini-2.5-pro-preview,450,1.6346631999614811
google/gemini-2.5-pro-preview,460,1.6320295688847426
google/gemini-2.5-pro-preview,470,1.7055146406388644
google/gemini-2.5-pro-preview,480,1.765261797026503
google/gemini-2.5-pro-preview,490,1.7458985167143055
google/gemini-2.5-pro-preview,500,1.623176667337436
google/gemini-2.5-pro-preview-high-reasoning,10,
google/gemini-2.5-pro-preview-high-reasoning,20,
google/gemini-2.5-pro-preview-high-reasoning,30,
google/gemini-2.5-pro-preview-high-reasoning,40,
google/gemini-2.5-pro-preview-high-reasoning,50,0.0
google/gemini-2.5-pro-preview-high-reasoning,60,0.0
google/gemini-2.5-pro-preview-high-reasoning,70,
google/gemini-2.5-pro-preview-high-reasoning,80,
google/gemini-2.5-pro-preview-high-reasoning,90,
google/gemini-2.5-pro-preview-high-reasoning,100,0.16666666666666666
google/gemini-2.5-pro-preview-high-reasoning,110,0.5
google/gemini-2.5-pro-preview-high-reasoning,120,0.75
google/gemini-2.5-pro-preview-high-reasoning,130,3.0
google/gemini-2.5-pro-preview-high-reasoning,140,1.6666666666666667
google/gemini-2.5-pro-preview-high-reasoning,150,1.0
google/gemini-2.5-pro-preview-high-reasoning,160,0.611111111111111
google/gemini-2.5-pro-preview-high-reasoning,170,2.666666666666667
google/gemini-2.5-pro-preview-high-reasoning,180,0.7777777777777778
google/gemini-2.5-pro-preview-high-reasoning,190,1.4666666666666668
google/gemini-2.5-pro-preview-high-reasoning,200,1.8733333333333335
google/gemini-2.5-pro-preview-high-reasoning,210,0.9345238095238094
google/gemini-2.5-pro-preview-high-reasoning,220,1.9241071428571428
google/gemini-2.5-pro-preview-high-reasoning,230,2.5160606060606066
google/gemini-2.5-pro-preview-high-reasoning,240,1.7666666666666668
google/gemini-2.5-pro-preview-high-reasoning,250,1.671965811965812
google/gemini-2.5-pro-preview-high-reasoning,260,1.7886363636363636
google/gemini-2.5-pro-preview-high-reasoning,270,1.4528355957767722
google/gemini-2.5-pro-preview-high-reasoning,280,1.9677455877455876
google/gemini-2.5-pro-preview-high-reasoning,290,1.8886590533649357
google/gemini-2.5-pro-preview-high-reasoning,300,1.8031601731601732
google/gemini-2.5-pro-preview-high-reasoning,310,1.6115617715617716
google/gemini-2.5-pro-preview-high-reasoning,320,1.6423391812865495
google/gemini-2.5-pro-preview-high-reasoning,330,1.7778554778554778
google/gemini-2.5-pro-preview-high-reasoning,340,1.8368948306595367
google/gemini-2.5-pro-preview-high-reasoning,350,2.6053832442067737
google/gemini-2.5-pro-preview-high-reasoning,360,1.7456592682679641
google/gemini-2.5-pro-preview-high-reasoning,370,1.639052656021803
google/gemini-2.5-pro-preview-high-reasoning,380,1.8506458406458406
google/gemini-2.5-pro-preview-high-reasoning,390,1.6816349040486969
google/gemini-2.5-pro-preview-high-reasoning,400,1.603017543859649
google/gemini-2.5-pro-preview-high-reasoning,410,1.8980373059306317
google/gemini-2.5-pro-preview-high-reasoning,420,2.182094017094017
google/gemini-2.5-pro-preview-high-reasoning,430,1.5963768722282654
google/gemini-2.5-pro-preview-high-reasoning,440,1.6620039682539685
google/gemini-2.5-pro-preview-high-reasoning,450,1.783173740510697
google/gemini-2.5-pro-preview-high-reasoning,460,1.7093142606186085
google/gemini-2.5-pro-preview-high-reasoning,470,1.5894995176304474
google/gemini-2.5-pro-preview-high-reasoning,480,1.5434676753184644
google/gemini-2.5-pro-preview-high-reasoning,490,1.8846368446368444
google/gemini-2.5-pro-preview-high-reasoning,500,1.7809145593928204
meta-llama/llama-4-maverick,10,
meta-llama/llama-4-maverick,20,
meta-llama/llama-4-maverick,30,
meta-llama/llama-4-maverick,40,0.875
meta-llama/llama-4-maverick,50,1.75
meta-llama/llama-4-maverick,60,1.55015873015873
meta-llama/llama-4-maverick,70,2.1883333333333335
meta-llama/llama-4-maverick,80,2.651082251082251
meta-llama/llama-4-maverick,90,1.4255194805194804
meta-llama/llama-4-maverick,100,1.074673202614379
meta-llama/llama-4-maverick,110,1.3625745950554136
meta-llama/llama-4-maverick,120,1.1785714285714286
