model,num_rules,accuracy_std
anthropic/claude-sonnet-4,250,12.601587201618694
anthropic/claude-sonnet-4,260,12.323907587484257
anthropic/claude-sonnet-4,270,9.264442993405066
anthropic/claude-sonnet-4,280,15.195578707140376
anthropic/claude-sonnet-4,290,9.383492982198469
anthropic/claude-sonnet-4,300,13.893643630571978
anthropic/claude-sonnet-4,310,19.147545847097515
anthropic/claude-sonnet-4,320,17.68954272656589
anthropic/claude-sonnet-4,330,8.13397910998155
anthropic/claude-sonnet-4,340,10.399876895731353
anthropic/claude-sonnet-4,350,13.568571127756217
anthropic/claude-sonnet-4,360,10.99943881845741
anthropic/claude-sonnet-4,370,16.749780587946184
anthropic/claude-sonnet-4,380,11.423295923274182
anthropic/claude-sonnet-4,390,12.481939615622544
anthropic/claude-sonnet-4,400,8.49080384887085
anthropic/claude-sonnet-4,410,8.311313362140078
anthropic/claude-sonnet-4,420,6.559513006645674
anthropic/claude-sonnet-4,430,9.685983695600221
anthropic/claude-sonnet-4,440,4.220179777612785
anthropic/claude-sonnet-4,450,4.5270108416585275
anthropic/claude-sonnet-4,460,9.95262881935617
anthropic/claude-sonnet-4,470,4.488302789304039
anthropic/claude-sonnet-4,480,11.077575258652551
anthropic/claude-sonnet-4,490,7.984783529522123
anthropic/claude-sonnet-4,500,10.249487792080147
anthropic/claude-sonnet-4-high-reasoning,10,0.0
anthropic/claude-sonnet-4-high-reasoning,20,2.2360679774997907
anthropic/claude-sonnet-4-high-reasoning,30,0.0
anthropic/claude-sonnet-4-high-reasoning,40,1.3693063937629144
anthropic/claude-sonnet-4-high-reasoning,50,0.0
anthropic/claude-sonnet-4-high-reasoning,60,1.3944333775567879
anthropic/claude-sonnet-4-high-reasoning,70,2.1189138534559047
anthropic/claude-sonnet-4-high-reasoning,80,2.592055169165965
anthropic/claude-sonnet-4-high-reasoning,90,3.5486043161491767
anthropic/claude-sonnet-4-high-reasoning,100,3.6331804249169886
anthropic/claude-sonnet-4-high-reasoning,110,4.723774929733302
anthropic/claude-sonnet-4-high-reasoning,120,4.191592113319765
anthropic/claude-sonnet-4-high-reasoning,130,3.1994822066285264
anthropic/claude-sonnet-4-high-reasoning,140,3.288818409491808
anthropic/claude-sonnet-4-high-reasoning,150,3.7535168694024583
anthropic/claude-sonnet-4-high-reasoning,160,1.8434851504690786
anthropic/claude-sonnet-4-high-reasoning,170,8.701111570400275
anthropic/claude-sonnet-4-high-reasoning,180,2.2703129713002768
anthropic/claude-sonnet-4-high-reasoning,190,6.746292713332361
anthropic/claude-sonnet-4-high-reasoning,200,5.0373604199024715
anthropic/claude-sonnet-4-high-reasoning,210,4.955585044094354
anthropic/claude-sonnet-4-high-reasoning,220,5.821022034029869
anthropic/claude-sonnet-4-high-reasoning,230,8.50330748504694
anthropic/claude-sonnet-4-high-reasoning,240,4.996526571307094
anthropic/claude-sonnet-4-high-reasoning,250,4.979959839195491
anthropic/claude-sonnet-4-high-reasoning,260,8.854511102477952
anthropic/claude-sonnet-4-high-reasoning,270,9.901434682870438
anthropic/claude-sonnet-4-high-reasoning,280,10.487480388442174
anthropic/claude-sonnet-4-high-reasoning,290,6.056609679396649
anthropic/claude-sonnet-4-high-reasoning,300,9.14512620652845
anthropic/claude-sonnet-4-high-reasoning,310,4.689084452991236
anthropic/claude-sonnet-4-high-reasoning,320,6.594416435515732
anthropic/claude-sonnet-4-high-reasoning,330,13.30472136694243
anthropic/claude-sonnet-4-high-reasoning,340,8.268316146780691
anthropic/claude-sonnet-4-high-reasoning,350,14.330501223129717
anthropic/claude-sonnet-4-high-reasoning,360,19.02666257883628
anthropic/claude-sonnet-4-high-reasoning,370,11.41007973895797
anthropic/claude-sonnet-4-high-reasoning,380,14.302819201790728
anthropic/claude-sonnet-4-high-reasoning,390,18.379983681480578
anthropic/claude-sonnet-4-high-reasoning,400,6.348228099241552
anthropic/claude-sonnet-4-high-reasoning,410,9.903460238102939
anthropic/claude-sonnet-4-high-reasoning,420,11.112443230803164
anthropic/claude-sonnet-4-high-reasoning,430,5.072220443469489
anthropic/claude-sonnet-4-high-reasoning,440,5.439372836964217
anthropic/claude-sonnet-4-high-reasoning,450,11.696786516595694
anthropic/claude-sonnet-4-high-reasoning,460,10.39280505808828
anthropic/claude-sonnet-4-high-reasoning,470,6.618697194895567
anthropic/claude-sonnet-4-high-reasoning,480,7.3989136777712945
anthropic/claude-sonnet-4-high-reasoning,490,5.787792521683243
anthropic/claude-sonnet-4-high-reasoning,500,6.671731409461863
deepseek/deepseek-r1-0528,10,4.472135954999579
deepseek/deepseek-r1-0528,20,0.0
deepseek/deepseek-r1-0528,30,4.47213595499958
deepseek/deepseek-r1-0528,40,1.1180339887498958
deepseek/deepseek-r1-0528,50,2.2803508501982765
deepseek/deepseek-r1-0528,60,6.0553007081949835
deepseek/deepseek-r1-0528,70,5.532833351724886
deepseek/deepseek-r1-0528,80,5.836308764964377
deepseek/deepseek-r1-0528,90,5.58878948442635
deepseek/deepseek-r1-0528,100,5.630275304103699
deepseek/deepseek-r1-0528,110,10.897721347993462
deepseek/deepseek-r1-0528,120,7.719024117939604
deepseek/deepseek-r1-0528,130,5.873418205791107
deepseek/deepseek-r1-0528,140,9.467991188359711
deepseek/deepseek-r1-0528,150,6.798692684790379
deepseek/deepseek-r1-0528,160,24.107506611012262
deepseek/deepseek-r1-0528,170,17.2985188477297
deepseek/deepseek-r1-0528,180,4.99073215143905
deepseek/deepseek-r1-0528,190,2.5676444037158888
deepseek/deepseek-r1-0528,200,7.981227975693966
deepseek/deepseek-r1-0528,210,7.5847442060495185
deepseek/deepseek-r1-0528,220,5.261744046722829
deepseek/deepseek-r1-0528,230,4.905534854806379
deepseek/deepseek-r1-0528,240,4.177070344950714
deepseek/deepseek-r1-0528,250,6.507841424005353
deepseek/deepseek-r1-0528,260,5.409284151307438
deepseek/deepseek-r1-0528,270,4.178788950390618
deepseek/deepseek-r1-0528,280,4.230296462810293
deepseek/deepseek-r1-0528,290,5.325325934993274
deepseek/deepseek-r1-0528,300,6.080021929785014
deepseek/deepseek-r1-0528,310,7.003046757789031
deepseek/deepseek-r1-0528,320,5.233791945138821
deepseek/deepseek-r1-0528,330,6.630064812074226
deepseek/deepseek-r1-0528,340,6.479272247570053
deepseek/deepseek-r1-0528,350,5.811319004445423
deepseek/deepseek-r1-0528,360,3.651483716701105
deepseek/deepseek-r1-0528,370,4.4843694125805404
deepseek/deepseek-r1-0528,380,5.14808411771821
deepseek/deepseek-r1-0528,390,1.825741858350553
deepseek/deepseek-r1-0528,400,5.6052430812588305
deepseek/deepseek-r1-0528,410,6.849708088110471
deepseek/deepseek-r1-0528,420,4.446711439972858
deepseek/deepseek-r1-0528,430,3.00711253492923
deepseek/deepseek-r1-0528,440,5.509664686591889
deepseek/deepseek-r1-0528,450,2.9338383403670023
deepseek/deepseek-r1-0528,460,3.5368703391333445
deepseek/deepseek-r1-0528,470,2.171880877476568
deepseek/deepseek-r1-0528,480,3.6365954392658093
deepseek/deepseek-r1-0528,490,7.297737749459879
deepseek/deepseek-r1-0528,500,3.528739151595084
google/gemini-2.5-flash-preview-05-20,10,0.0
google/gemini-2.5-flash-preview-05-20,20,2.2360679774997907
google/gemini-2.5-flash-preview-05-20,30,3.6514837167011125
google/gemini-2.5-flash-preview-05-20,40,2.8504385627478466
google/gemini-2.5-flash-preview-05-20,50,1.4142135623730951
google/gemini-2.5-flash-preview-05-20,60,2.981423969999722
google/gemini-2.5-flash-preview-05-20,70,4.58480186739463
google/gemini-2.5-flash-preview-05-20,80,1.8957188610128883
google/gemini-2.5-flash-preview-05-20,90,4.608098078517267
google/gemini-2.5-flash-preview-05-20,100,4.527692569068707
google/gemini-2.5-flash-preview-05-20,110,7.751299544469895
google/gemini-2.5-flash-preview-05-20,120,4.464365078659627
google/gemini-2.5-flash-preview-05-20,130,7.795462190866607
google/gemini-2.5-flash-preview-05-20,140,6.654751256486923
google/gemini-2.5-flash-preview-05-20,150,2.7648588471103617
google/gemini-2.5-flash-preview-05-20,160,4.026280852101601
google/gemini-2.5-flash-preview-05-20,170,11.980376111153852
google/gemini-2.5-flash-preview-05-20,180,7.020692519744055
google/gemini-2.5-flash-preview-05-20,190,11.86839187766283
google/gemini-2.5-flash-preview-05-20,200,3.9274673773310957
google/gemini-2.5-flash-preview-05-20,210,3.5730155204388674
google/gemini-2.5-flash-preview-05-20,220,4.653266869843541
google/gemini-2.5-flash-preview-05-20,230,6.0947155516852956
google/gemini-2.5-flash-preview-05-20,240,4.491504326070624
google/gemini-2.5-flash-preview-05-20,250,7.794356933063818
google/gemini-2.5-flash-preview-05-20,260,3.467942793492262
google/gemini-2.5-flash-preview-05-20,270,4.611073925181011
google/gemini-2.5-flash-preview-05-20,280,4.470709663796029
google/gemini-2.5-flash-preview-05-20,290,5.062040777897652
google/gemini-2.5-flash-preview-05-20,300,4.333333333333333
google/gemini-2.5-flash-preview-05-20,310,3.6963294220983784
google/gemini-2.5-flash-preview-05-20,320,3.6201476143936446
google/gemini-2.5-flash-preview-05-20,330,3.2538738655869373
google/gemini-2.5-flash-preview-05-20,340,3.4337526759285324
google/gemini-2.5-flash-preview-05-20,350,3.3782014294531293
google/gemini-2.5-flash-preview-05-20,360,5.3984737212029215
google/gemini-2.5-flash-preview-05-20,370,5.6840350280541125
google/gemini-2.5-flash-preview-05-20,380,3.097000604194689
google/gemini-2.5-flash-preview-05-20,390,4.601117549981116
google/gemini-2.5-flash-preview-05-20,400,3.8348728792490627
google/gemini-2.5-flash-preview-05-20,410,4.711801225772974
google/gemini-2.5-flash-preview-05-20,420,6.8292255780187
google/gemini-2.5-flash-preview-05-20,430,3.988897517766927
google/gemini-2.5-flash-preview-05-20,440,3.5450174555748775
google/gemini-2.5-flash-preview-05-20,450,7.412701811630369
google/gemini-2.5-flash-preview-05-20,460,3.634402934195755
google/gemini-2.5-flash-preview-05-20,470,4.801633191296204
google/gemini-2.5-flash-preview-05-20,480,5.198741167073257
google/gemini-2.5-flash-preview-05-20,490,3.77247533843391
google/gemini-2.5-flash-preview-05-20,500,4.154515615568197
google/gemini-2.5-pro-preview,10,0.0
google/gemini-2.5-pro-preview,20,0.0
google/gemini-2.5-pro-preview,30,0.0
google/gemini-2.5-pro-preview,40,0.0
google/gemini-2.5-pro-preview,50,0.0
google/gemini-2.5-pro-preview,60,0.9128709291752799
google/gemini-2.5-pro-preview,70,0.0
google/gemini-2.5-pro-preview,80,0.5590169943749485
google/gemini-2.5-pro-preview,90,0.9938079899999102
google/gemini-2.5-pro-preview,100,1.095445115010332
google/gemini-2.5-pro-preview,110,1.4937887931959068
google/gemini-2.5-pro-preview,120,1.178511301977577
google/gemini-2.5-pro-preview,130,2.3331924443235534
google/gemini-2.5-pro-preview,140,5.010193690500046
google/gemini-2.5-pro-preview,150,3.1411250638372716
google/gemini-2.5-pro-preview,160,1.6177723881930985
google/gemini-2.5-pro-preview,170,5.99018805557693
google/gemini-2.5-pro-preview,180,4.479032082388081
google/gemini-2.5-pro-preview,190,3.8388594797495683
google/gemini-2.5-pro-preview,200,7.766917020285462
google/gemini-2.5-pro-preview,210,4.213680343929317
google/gemini-2.5-pro-preview,220,3.287215405775369
google/gemini-2.5-pro-preview,230,5.186502768155356
google/gemini-2.5-pro-preview,240,4.054746875234287
google/gemini-2.5-pro-preview,250,6.374950980203689
google/gemini-2.5-pro-preview,260,6.323385730808433
google/gemini-2.5-pro-preview,270,4.8756836248189686
google/gemini-2.5-pro-preview,280,6.708203932499363
google/gemini-2.5-pro-preview,290,6.389088498607912
google/gemini-2.5-pro-preview,300,8.393118874676112
google/gemini-2.5-pro-preview,310,4.941910216392913
google/gemini-2.5-pro-preview,320,3.176143986817978
google/gemini-2.5-pro-preview,330,11.491203167186994
google/gemini-2.5-pro-preview,340,8.464765155333502
google/gemini-2.5-pro-preview,350,6.825522331810283
google/gemini-2.5-pro-preview,360,3.646197071802317
google/gemini-2.5-pro-preview,370,5.355853961614769
google/gemini-2.5-pro-preview,380,6.039459350974847
google/gemini-2.5-pro-preview,390,5.130127844686436
google/gemini-2.5-pro-preview,400,7.772949890485594
google/gemini-2.5-pro-preview,410,9.882413970753888
google/gemini-2.5-pro-preview,420,6.0478065212786705
google/gemini-2.5-pro-preview,430,6.427193444730529
google/gemini-2.5-pro-preview,440,6.862733233779128
google/gemini-2.5-pro-preview,450,7.445936832168399
google/gemini-2.5-pro-preview,460,6.480667775809521
google/gemini-2.5-pro-preview,470,4.1731426963122775
google/gemini-2.5-pro-preview,480,8.92192212723494
google/gemini-2.5-pro-preview,490,1.8737761520225307
google/gemini-2.5-pro-preview,500,4.786230249371628
google/gemini-2.5-pro-preview-high-reasoning,10,0.0
google/gemini-2.5-pro-preview-high-reasoning,20,0.0
google/gemini-2.5-pro-preview-high-reasoning,30,0.0
google/gemini-2.5-pro-preview-high-reasoning,40,0.0
google/gemini-2.5-pro-preview-high-reasoning,50,0.8944271909999143
google/gemini-2.5-pro-preview-high-reasoning,60,0.7453559924999319
google/gemini-2.5-pro-preview-high-reasoning,70,0.6388765649999361
google/gemini-2.5-pro-preview-high-reasoning,80,0.0
google/gemini-2.5-pro-preview-high-reasoning,90,0.0
google/gemini-2.5-pro-preview-high-reasoning,100,1.3416407864998758
google/gemini-2.5-pro-preview-high-reasoning,110,1.4937887931958997
google/gemini-2.5-pro-preview-high-reasoning,120,6.219369385681766
google/gemini-2.5-pro-preview-high-reasoning,130,1.720052290384449
google/gemini-2.5-pro-preview-high-reasoning,140,2.5951288749407104
google/gemini-2.5-pro-preview-high-reasoning,150,2.190890230020665
google/gemini-2.5-pro-preview-high-reasoning,160,5.971939592795627
google/gemini-2.5-pro-preview-high-reasoning,170,3.039531925356189
google/gemini-2.5-pro-preview-high-reasoning,180,4.691073740574346
google/gemini-2.5-pro-preview-high-reasoning,190,4.249816681723439
google/gemini-2.5-pro-preview-high-reasoning,200,3.817721833764215
google/gemini-2.5-pro-preview-high-reasoning,210,3.1765866819348374
google/gemini-2.5-pro-preview-high-reasoning,220,3.1426156395352
google/gemini-2.5-pro-preview-high-reasoning,230,5.324977701702561
google/gemini-2.5-pro-preview-high-reasoning,240,5.232444191983532
google/gemini-2.5-pro-preview-high-reasoning,250,7.172168430816438
google/gemini-2.5-pro-preview-high-reasoning,260,6.205313622997904
google/gemini-2.5-pro-preview-high-reasoning,270,8.159083571014143
google/gemini-2.5-pro-preview-high-reasoning,280,2.7362830441968495
google/gemini-2.5-pro-preview-high-reasoning,290,5.083137589390574
google/gemini-2.5-pro-preview-high-reasoning,300,3.2540572964975465
google/gemini-2.5-pro-preview-high-reasoning,310,5.8180886971074015
google/gemini-2.5-pro-preview-high-reasoning,320,8.955728788043997
google/gemini-2.5-pro-preview-high-reasoning,330,5.410597362585608
google/gemini-2.5-pro-preview-high-reasoning,340,10.809373735496116
google/gemini-2.5-pro-preview-high-reasoning,350,2.7180425129200656
google/gemini-2.5-pro-preview-high-reasoning,360,5.662171419622083
google/gemini-2.5-pro-preview-high-reasoning,370,3.9932375268628726
google/gemini-2.5-pro-preview-high-reasoning,380,8.245707352962059
google/gemini-2.5-pro-preview-high-reasoning,390,3.680179511386487
google/gemini-2.5-pro-preview-high-reasoning,400,8.733913784781711
google/gemini-2.5-pro-preview-high-reasoning,410,2.517044809823211
google/gemini-2.5-pro-preview-high-reasoning,420,8.146546087264678
google/gemini-2.5-pro-preview-high-reasoning,430,5.3158741630988215
google/gemini-2.5-pro-preview-high-reasoning,440,6.238626014232184
google/gemini-2.5-pro-preview-high-reasoning,450,6.323774462833896
google/gemini-2.5-pro-preview-high-reasoning,460,3.891850823906123
google/gemini-2.5-pro-preview-high-reasoning,470,13.935764164947075
google/gemini-2.5-pro-preview-high-reasoning,480,3.4314972841474214
google/gemini-2.5-pro-preview-high-reasoning,490,6.010888357152302
google/gemini-2.5-pro-preview-high-reasoning,500,2.6252618916976598
meta-llama/llama-4-maverick,10,0.0
meta-llama/llama-4-maverick,20,0.0
