model,num_rules,ratio
anthropic/claude-sonnet-4-high-reasoning,460,3.9830738541901343
anthropic/claude-sonnet-4-high-reasoning,470,5.3709085184836
anthropic/claude-sonnet-4-high-reasoning,480,4.940198753970576
anthropic/claude-sonnet-4-high-reasoning,490,5.041874354717138
anthropic/claude-sonnet-4-high-reasoning,500,7.008319112224024
deepseek/deepseek-r1-0528,10,0.0
deepseek/deepseek-r1-0528,20,
deepseek/deepseek-r1-0528,30,0.5
deepseek/deepseek-r1-0528,40,3.0
deepseek/deepseek-r1-0528,50,0.6666666666666666
deepseek/deepseek-r1-0528,60,2.1188118811881185
deepseek/deepseek-r1-0528,70,1.8985507246376812
deepseek/deepseek-r1-0528,80,2.0249307479224377
deepseek/deepseek-r1-0528,90,2.414910525076525
deepseek/deepseek-r1-0528,100,1.519469585350453
deepseek/deepseek-r1-0528,110,2.4220779220779223
deepseek/deepseek-r1-0528,120,2.9291282778171506
deepseek/deepseek-r1-0528,130,3.754680160597428
deepseek/deepseek-r1-0528,140,8.1
deepseek/deepseek-r1-0528,150,4.689722387508464
deepseek/deepseek-r1-0528,160,4.999126332659877
deepseek/deepseek-r1-0528,170,4.640478729707312
deepseek/deepseek-r1-0528,180,4.653949687659485
deepseek/deepseek-r1-0528,190,6.72146364076954
deepseek/deepseek-r1-0528,200,5.950212782436983
deepseek/deepseek-r1-0528,210,5.887610785391783
deepseek/deepseek-r1-0528,220,5.953908213161996
deepseek/deepseek-r1-0528,230,7.639214942981583
deepseek/deepseek-r1-0528,240,5.219484101872789
deepseek/deepseek-r1-0528,250,5.598528537311014
deepseek/deepseek-r1-0528,260,7.4361935839881195
deepseek/deepseek-r1-0528,270,8.71772695830644
deepseek/deepseek-r1-0528,280,8.385874150259587
deepseek/deepseek-r1-0528,290,8.459264349021074
deepseek/deepseek-r1-0528,300,7.7653337793823445
deepseek/deepseek-r1-0528,310,6.985159250109286
deepseek/deepseek-r1-0528,320,6.312641100172412
deepseek/deepseek-r1-0528,330,8.8990057067747
deepseek/deepseek-r1-0528,340,8.847572627131528
deepseek/deepseek-r1-0528,350,9.828042206100607
deepseek/deepseek-r1-0528,360,7.79955435346745
deepseek/deepseek-r1-0528,370,9.657872920402356
deepseek/deepseek-r1-0528,380,7.732911420059283
deepseek/deepseek-r1-0528,390,8.78702398716443
deepseek/deepseek-r1-0528,400,7.628686352113254
deepseek/deepseek-r1-0528,410,7.633779162349216
deepseek/deepseek-r1-0528,420,9.114426667380522
deepseek/deepseek-r1-0528,430,11.028854934602363
deepseek/deepseek-r1-0528,440,10.236734536377154
deepseek/deepseek-r1-0528,450,8.849967943952198
deepseek/deepseek-r1-0528,460,10.789807833590649
deepseek/deepseek-r1-0528,470,8.770249108247222
deepseek/deepseek-r1-0528,480,10.282251933496466
deepseek/deepseek-r1-0528,490,7.301001166848305
deepseek/deepseek-r1-0528,500,9.124499296071741
google/gemini-2.5-flash-preview-05-20,10,
google/gemini-2.5-flash-preview-05-20,20,
google/gemini-2.5-flash-preview-05-20,30,3.0
google/gemini-2.5-flash-preview-05-20,40,2.0
google/gemini-2.5-flash-preview-05-20,50,5.0
google/gemini-2.5-flash-preview-05-20,60,1.9619181946403383
google/gemini-2.5-flash-preview-05-20,70,6.810650887573965
google/gemini-2.5-flash-preview-05-20,80,2.624382207578254
google/gemini-2.5-flash-preview-05-20,90,4.992949471210341
google/gemini-2.5-flash-preview-05-20,100,3.9712261233059034
google/gemini-2.5-flash-preview-05-20,110,3.1293251129455033
google/gemini-2.5-flash-preview-05-20,120,6.560975609756099
google/gemini-2.5-flash-preview-05-20,130,7.5174514194447495
google/gemini-2.5-flash-preview-05-20,140,7.488724804047494
google/gemini-2.5-flash-preview-05-20,150,5.010296392518007
google/gemini-2.5-flash-preview-05-20,160,5.314368822659748
google/gemini-2.5-flash-preview-05-20,170,5.770178287029986
google/gemini-2.5-flash-preview-05-20,180,5.425041186161449
google/gemini-2.5-flash-preview-05-20,190,6.105223991665427
google/gemini-2.5-flash-preview-05-20,200,6.634689489275713
google/gemini-2.5-flash-preview-05-20,210,7.135889689012061
google/gemini-2.5-flash-preview-05-20,220,8.13562566279913
google/gemini-2.5-flash-preview-05-20,230,7.002436102712279
google/gemini-2.5-flash-preview-05-20,240,9.120066822042368
google/gemini-2.5-flash-preview-05-20,250,6.726050857348003
google/gemini-2.5-flash-preview-05-20,260,7.759729238501953
google/gemini-2.5-flash-preview-05-20,270,8.517630625992378
google/gemini-2.5-flash-preview-05-20,280,8.853510430668655
google/gemini-2.5-flash-preview-05-20,290,7.2767434012002115
google/gemini-2.5-flash-preview-05-20,300,7.7868554311889095
google/gemini-2.5-flash-preview-05-20,310,7.531865615050361
google/gemini-2.5-flash-preview-05-20,320,9.644687968182986
google/gemini-2.5-flash-preview-05-20,330,8.394914410548326
google/gemini-2.5-flash-preview-05-20,340,7.274522101161674
google/gemini-2.5-flash-preview-05-20,350,7.853751233866326
google/gemini-2.5-flash-preview-05-20,360,8.24645557003195
google/gemini-2.5-flash-preview-05-20,370,8.787986443789798
google/gemini-2.5-flash-preview-05-20,380,8.449545942885951
google/gemini-2.5-flash-preview-05-20,390,8.8852802324122
google/gemini-2.5-flash-preview-05-20,400,8.093011326791599
google/gemini-2.5-flash-preview-05-20,410,8.914066770572644
google/gemini-2.5-flash-preview-05-20,420,9.321532593617944
google/gemini-2.5-flash-preview-05-20,430,11.0412187121272
google/gemini-2.5-flash-preview-05-20,440,8.784612216632233
google/gemini-2.5-flash-preview-05-20,450,9.007230518894328
google/gemini-2.5-flash-preview-05-20,460,9.337914407249073
google/gemini-2.5-flash-preview-05-20,470,8.736567737946778
google/gemini-2.5-flash-preview-05-20,480,9.515710961971235
google/gemini-2.5-flash-preview-05-20,490,8.876290300697859
google/gemini-2.5-flash-preview-05-20,500,9.654058028262112
google/gemini-2.5-pro-preview,10,
google/gemini-2.5-pro-preview,20,
google/gemini-2.5-pro-preview,30,
google/gemini-2.5-pro-preview,40,
google/gemini-2.5-pro-preview,50,
google/gemini-2.5-pro-preview,60,
google/gemini-2.5-pro-preview,70,
google/gemini-2.5-pro-preview,80,0.0
google/gemini-2.5-pro-preview,90,
google/gemini-2.5-pro-preview,100,
google/gemini-2.5-pro-preview,110,11.0
google/gemini-2.5-pro-preview,120,
google/gemini-2.5-pro-preview,130,19.0
google/gemini-2.5-pro-preview,140,44.0
google/gemini-2.5-pro-preview,150,31.999999999999993
google/gemini-2.5-pro-preview,160,7.0
google/gemini-2.5-pro-preview,170,13.285714285714288
google/gemini-2.5-pro-preview,180,17.0
google/gemini-2.5-pro-preview,190,8.091216216216216
google/gemini-2.5-pro-preview,200,11.339743589743586
google/gemini-2.5-pro-preview,210,5.054579093432007
google/gemini-2.5-pro-preview,220,5.894287590282338
google/gemini-2.5-pro-preview,230,9.359181191305836
google/gemini-2.5-pro-preview,240,7.763452668570174
google/gemini-2.5-pro-preview,250,7.242193048825982
google/gemini-2.5-pro-preview,260,5.427641446942645
google/gemini-2.5-pro-preview,270,9.06021681978957
google/gemini-2.5-pro-preview,280,7.124487090461461
google/gemini-2.5-pro-preview,290,6.094166805058725
google/gemini-2.5-pro-preview,300,6.286606523247745
google/gemini-2.5-pro-preview,310,8.443345336862777
google/gemini-2.5-pro-preview,320,6.492149704771545
google/gemini-2.5-pro-preview,330,6.492124598498114
google/gemini-2.5-pro-preview,340,10.212580119108644
google/gemini-2.5-pro-preview,350,7.123104745898944
google/gemini-2.5-pro-preview,360,7.566794890854237
google/gemini-2.5-pro-preview,370,9.087518742622585
google/gemini-2.5-pro-preview,380,9.25921238483169
google/gemini-2.5-pro-preview,390,8.218629281777037
google/gemini-2.5-pro-preview,400,7.23233105602423
google/gemini-2.5-pro-preview,410,10.226941233200208
google/gemini-2.5-pro-preview,420,8.924702863317124
google/gemini-2.5-pro-preview,430,7.2948700302722855
google/gemini-2.5-pro-preview,440,9.698816935838485
google/gemini-2.5-pro-preview,450,7.620910270944619
google/gemini-2.5-pro-preview,460,10.78564240122799
google/gemini-2.5-pro-preview,470,7.749746468106594
google/gemini-2.5-pro-preview,480,7.464885973532077
google/gemini-2.5-pro-preview,490,9.221738379582858
google/gemini-2.5-pro-preview,500,7.929827271619071
google/gemini-2.5-pro-preview-high-reasoning,10,
google/gemini-2.5-pro-preview-high-reasoning,20,
google/gemini-2.5-pro-preview-high-reasoning,30,
google/gemini-2.5-pro-preview-high-reasoning,40,
google/gemini-2.5-pro-preview-high-reasoning,50,
google/gemini-2.5-pro-preview-high-reasoning,60,
google/gemini-2.5-pro-preview-high-reasoning,70,
google/gemini-2.5-pro-preview-high-reasoning,80,
google/gemini-2.5-pro-preview-high-reasoning,90,
google/gemini-2.5-pro-preview-high-reasoning,100,2.0
google/gemini-2.5-pro-preview-high-reasoning,110,
google/gemini-2.5-pro-preview-high-reasoning,120,13.000000000000004
google/gemini-2.5-pro-preview-high-reasoning,130,
google/gemini-2.5-pro-preview-high-reasoning,140,
google/gemini-2.5-pro-preview-high-reasoning,150,
google/gemini-2.5-pro-preview-high-reasoning,160,22.68421052631579
google/gemini-2.5-pro-preview-high-reasoning,170,9.771001150747985
google/gemini-2.5-pro-preview-high-reasoning,180,10.820895522388062
google/gemini-2.5-pro-preview-high-reasoning,190,10.473509933774835
google/gemini-2.5-pro-preview-high-reasoning,200,32.26732673267327
google/gemini-2.5-pro-preview-high-reasoning,210,9.176211453744495
google/gemini-2.5-pro-preview-high-reasoning,220,10.361587015329127
google/gemini-2.5-pro-preview-high-reasoning,230,6.496701590180733
google/gemini-2.5-pro-preview-high-reasoning,240,3.9282631756214412
google/gemini-2.5-pro-preview-high-reasoning,250,9.935523709272351
google/gemini-2.5-pro-preview-high-reasoning,260,6.402346170262568
google/gemini-2.5-pro-preview-high-reasoning,270,9.048663811947225
google/gemini-2.5-pro-preview-high-reasoning,280,6.52685707213541
google/gemini-2.5-pro-preview-high-reasoning,290,8.598446033546635
google/gemini-2.5-pro-preview-high-reasoning,300,5.974958860202207
google/gemini-2.5-pro-preview-high-reasoning,310,6.563184381350897
google/gemini-2.5-pro-preview-high-reasoning,320,7.864555694998719
google/gemini-2.5-pro-preview-high-reasoning,330,7.360655737704917
google/gemini-2.5-pro-preview-high-reasoning,340,15.942736619448642
google/gemini-2.5-pro-preview-high-reasoning,350,7.21405928261638
google/gemini-2.5-pro-preview-high-reasoning,360,9.904530318718011
google/gemini-2.5-pro-preview-high-reasoning,370,9.02474170714409
google/gemini-2.5-pro-preview-high-reasoning,380,7.251736408003262
google/gemini-2.5-pro-preview-high-reasoning,390,8.162803946273895
google/gemini-2.5-pro-preview-high-reasoning,400,6.804316556205705
google/gemini-2.5-pro-preview-high-reasoning,410,8.441179676325858
google/gemini-2.5-pro-preview-high-reasoning,420,7.169849164049851
google/gemini-2.5-pro-preview-high-reasoning,430,7.482515307321172
google/gemini-2.5-pro-preview-high-reasoning,440,8.637946325591459
google/gemini-2.5-pro-preview-high-reasoning,450,7.935563851142664
google/gemini-2.5-pro-preview-high-reasoning,460,8.862259344208221
google/gemini-2.5-pro-preview-high-reasoning,470,8.728725012143437
google/gemini-2.5-pro-preview-high-reasoning,480,7.301541289201026
google/gemini-2.5-pro-preview-high-reasoning,490,6.253263972694306
google/gemini-2.5-pro-preview-high-reasoning,500,6.989126100904521
meta-llama/llama-4-maverick,10,
meta-llama/llama-4-maverick,20,
meta-llama/llama-4-maverick,30,0.5
meta-llama/llama-4-maverick,40,16.187499999999996
meta-llama/llama-4-maverick,50,19.809248554913296
meta-llama/llama-4-maverick,60,7.742750531507167
meta-llama/llama-4-maverick,70,16.223516678442042
meta-llama/llama-4-maverick,80,35.16994292961319
meta-llama/llama-4-maverick,90,16.835673046672394
meta-llama/llama-4-maverick,100,23.92960367177324
meta-llama/llama-4-maverick,110,20.068943423641812
meta-llama/llama-4-maverick,120,32.81312515247621
meta-llama/llama-4-maverick,130,15.050872593481733
meta-llama/llama-4-maverick,140,29.594291990667383
meta-llama/llama-4-maverick,150,18.82290272498528
meta-llama/llama-4-maverick,160,27.1725352112676
meta-llama/llama-4-maverick,170,25.577578317723056
